STATE,OCC_TITLE,median_delta,cpi_delta,adj_delta,num_years
Florida,flight attendants,21.51052,-0.3000031,21.87505,8
Florida,transportation attendants except flight attendants and baggage porters,11.80422,0,11.80422,3
Florida,child care workers,4.396843,0,4.396843,3
Florida,personal and home care aides,1.979668,0,1.979668,2
Florida,fitness trainers and aerobics instructors,14.67017,-0.3000031,15.01418,10
Florida,recreation workers,6.948357,-0.3000031,7.269201,10
Florida,residential advisors,-1.454716,-0.3000031,-1.15908,10
Florida,personal care and service workers all other,19.0326,-0.3000031,19.38969,10
Florida,sales and related occupations,1.445783,-0.3000031,1.750118,10
Florida,first-line supervisors/managers of retail sales workers,0.1596594,0,0.1596594,3
Florida,first-line supervisors/managers of non-retail sales workers,10.57884,0,10.57884,3
Florida,cashiers,15.48117,-0.3000031,15.82762,10
Florida,gaming change persons and booth cashiers,10.97561,-0.3000031,11.30854,10
Florida,counter and rental clerks,23.92138,-0.3000031,24.29315,10
Florida,parts salespersons,0.6310319,-0.3000031,0.9329253,10
Florida,retail salespersons,-2.672101,-0.3000031,-2.380115,10
Florida,advertising sales agents,12.91976,-0.3000031,13.25852,10
Florida,insurance sales agents,29.43128,-0.3000031,29.81957,10
Florida,securities commodities and financial services sales agents,0.538358,-0.3000031,0.8399752,10
Florida,travel agents,19.72038,-0.3000031,20.07954,10
Florida,sales representatives services all other,6.318131,-0.3000031,6.637088,10
Florida,sales representatives wholesale and manufacturing technical and scientific products,24.49083,-0.3000031,24.8643,10
Florida,sales representatives wholesale and manufacturing except technical and scientific products,3.064067,-0.3000031,3.373261,10
Florida,demonstrators and product promoters,4.366623,-0.3000031,4.679723,10
Florida,real estate brokers,-13.42945,-0.3000031,-13.16974,10
Florida,real estate sales agents,8.909795,-0.3000031,9.23652,10
Florida,sales engineers,50.75146,-0.3000031,51.20372,10
Florida,telemarketers,9.116541,-0.3000031,9.443892,10
Florida,door-to-door sales workers news and street vendors and related workers,27.65957,-0.3000031,28.04255,8
Florida,sales and related workers all other,11.41846,-0.3000031,11.75272,10
Florida,office and administrative support occupations,15.64829,-0.3000031,15.99523,10
Florida,first-line supervisors/managers of office and administrative support workers,4.110876,0,4.110876,3
Florida,switchboard operators including answering service,18.42475,-0.3000031,18.78003,10
Florida,telephone operators,17.22746,-0.3000031,17.57914,10
Florida,communications equipment operators all other,-3.373647,-0.3000031,-3.083768,10
Florida,bill and account collectors,16.16372,-0.3000031,16.51221,10
Florida,billing and posting clerks and machine operators,4.2777,0,4.2777,3
Florida,bookkeeping accounting and auditing clerks,18.09145,-0.3000031,18.44573,10
Florida,gaming cage workers,4.009111,-0.3000031,4.32114,10
Florida,payroll and timekeeping clerks,21.04121,-0.3000031,21.40434,10
Florida,procurement clerks,30.30699,-0.3000031,30.69791,10
Florida,tellers,22.88388,-0.3000031,23.25253,10
Florida,brokerage clerks,48.99968,-0.3000031,49.44669,10
Florida,correspondence clerks,30.32975,-0.3000031,30.72074,10
Florida,court municipal and license clerks,18.58558,-0.3000031,18.94134,10
Florida,credit authorizers checkers and clerks,10.63628,-0.3000031,10.96819,10
Florida,customer service representatives,6.91042,-0.3000031,7.231154,10
Florida,eligibility interviewers government programs,6.893568,-0.3000031,7.214248,10
Florida,file clerks,23.81974,-0.3000031,24.19121,10
Florida,hotel motel and resort desk clerks,9.985244,-0.3000031,10.3152,10
Florida,interviewers except eligibility and loan,16.62347,-0.3000031,16.97334,10
Florida,library assistants clerical,10.54482,-0.3000031,10.87645,10
Florida,loan interviewers and clerks,25.44872,-0.3000031,25.82507,10
Florida,new accounts clerks,31.62363,-0.3000031,32.0185,10
Florida,order clerks,19.90894,-0.3000031,20.26867,10
Florida,human resources assistants except payroll and timekeeping,8.832519,-0.3000031,9.15901,10
Florida,receptionists and information clerks,19.77253,-0.3000031,20.13185,10
Florida,reservation and transportation ticket agents and travel clerks,2.573654,-0.3000031,2.881372,10
Florida,all other information and record clerks,8.947549,0,8.947549,3
Florida,cargo and freight agents,24.55439,-0.3000031,24.92806,10
Florida,couriers and messengers,25.42222,-0.3000031,25.79849,10
Florida,police fire and ambulance dispatchers,13.63499,-0.3000031,13.9759,10
Florida,dispatchers except police fire and ambulance,8.233387,-0.3000031,8.558094,10
Florida,meter readers utilities,3.682237,-0.3000031,3.993285,10
Florida,postal service clerks,25.83647,-0.3000031,26.21398,10
Florida,postal service mail carriers,32.33049,-0.3000031,32.72748,10
Florida,postal service mail sorters processors and processing machine operators,27.8927,-0.3000031,28.27638,10
Florida,production planning and expediting clerks,15.60839,-0.3000031,15.95521,10
Florida,shipping receiving and traffic clerks,16.70012,-0.3000031,17.05022,10
Florida,stock clerks and order fillers,20.22529,-0.3000031,20.58597,10
Florida,weighers measurers checkers and samplers recordkeeping,18.49578,-0.3000031,18.85127,10
Florida,executive secretaries and administrative assistants,7.11061,0,7.11061,3
Florida,legal secretaries,7.467177,-0.3000031,7.789582,10
Florida,medical secretaries,14.96599,-0.3000031,15.31088,10
Florida,secretaries except legal medical and executive,8.196094,0,8.196094,3
Florida,computer operators,26.04402,-0.3000031,26.42216,10
Florida,data entry keyers,16.2762,-0.3000031,16.62503,10
Florida,word processors and typists,16.62104,-0.3000031,16.97091,10
Florida,desktop publishers,-2.498458,-0.3000031,-2.205953,10
Florida,insurance claims and policy processing clerks,18.82275,-0.3000031,19.17922,10
Florida,mail clerks and mail machine operators except postal service,15.0918,-0.3000031,15.43708,10
Florida,office clerks general,18.97458,-0.3000031,19.3315,10
Florida,office machine operators except computer,13.31348,-0.3000031,13.65342,10
Florida,proofreaders and copy markers,31.63972,-0.3000031,32.03465,10
Florida,statistical assistants,20.62937,-0.3000031,20.99126,10
Florida,office and administrative support workers all other,45.6857,-0.3000031,46.12276,10
Florida,farming fishing and forestry occupations,12.90868,-0.3000031,13.24741,10
Florida,first-line supervisors/managers of farming fishing and forestry workers,-1.278898,0,-1.278898,3
Florida,farm labor contractors,-6.187974,-0.5,-5.718916,9
Florida,agricultural inspectors,-22.50681,-0.3000031,-22.27433,10
Florida,animal breeders,13.55488,-0.8000031,14.46331,4
Florida,graders and sorters agricultural products,19.63034,-0.3000031,19.98923,10
Florida,agricultural equipment operators,27.22488,-0.3000031,27.60655,10
Florida,farmworkers and laborers crop nursery and greenhouse,18.88753,-0.3000031,19.24419,10
Florida,farmworkers farm and ranch animals,-7.149281,0,-7.149281,3
Florida,agricultural workers all other,65.0685,-0.3000031,65.5637,9
Florida,fallers,-10.62907,-0.8000031,-9.914098,7
Florida,logging equipment operators,33.58559,-0.3000031,33.98635,10
Florida,logging workers all other,55.82001,-0.8000031,57.06657,4
Florida,construction and extraction occupations,13.47812,-0.3000031,13.81856,10
Florida,first-line supervisors/managers of construction trades and extraction workers,6.007605,0,6.007605,3
Florida,boilermakers,36.58252,-0.3000031,36.99226,10
Florida,brickmasons and blockmasons,-5.106154,-0.3000031,-4.821474,10
Florida,stonemasons,39.59276,-0.3000031,40.01154,10
Florida,carpenters,14.4441,-0.3000031,14.78744,10
Florida,carpet installers,0.7221588,-0.3000031,1.024325,10
Florida,floor layers except carpet wood and hard tiles,8.816628,-0.3000031,9.143081,10
Florida,tile and marble setters,-7.798588,-0.3000031,-7.521984,10
Florida,cement masons and concrete finishers,9.415693,-0.3000031,9.743936,10
Florida,terrazzo workers and finishers,31.59145,-0.3000031,31.98622,10
Florida,construction laborers,19.22912,-0.3000031,19.58681,10
Florida,paving surfacing and tamping equipment operators,10.95406,-0.3000031,11.28692,10
Florida,pile-driver operators,28.52477,-0.3000031,28.91034,10
Florida,operating engineers and other construction equipment operators,14.4164,-0.3000031,14.75965,10
Florida,drywall and ceiling tile installers,0.3719777,-0.3000031,0.6730955,10
Florida,tapers,0.5510441,-0.3000031,0.8527022,8
Florida,electricians,13.15211,-0.3000031,13.49157,10
Florida,glaziers,8.128309,-0.3000031,8.452694,10
Florida,insulation workers floor ceiling and wall,9.480737,-0.3000031,9.809176,10
Florida,insulation workers mechanical,12.63351,-0.3000031,12.97141,10
Florida,painters construction and maintenance,5.811966,-0.3000031,6.1294,10
Florida,paperhangers,27.42857,-0.3000031,27.81085,10
Florida,pipelayers,21.30076,-0.3000031,21.66466,10
Florida,plumbers pipefitters and steamfitters,11.21204,-0.3000031,11.54567,10
Florida,plasterers and stucco masons,-3.290929,-0.3000031,-3.000802,10
Florida,reinforcing iron and rebar workers,12.74631,-0.3000031,13.08454,10
Florida,roofers,4.567861,-0.3000031,4.881567,10
Florida,sheet metal workers,11.99521,-0.3000031,12.3312,10
Florida,structural iron and steel workers,-1.806322,-0.3000031,-1.511736,10
Florida,helpers--brickmasons blockmasons stonemasons and tile and marble setters,-5.851493,-0.3000031,-5.569046,10
Florida,helpers--carpenters,17.61269,-0.3000031,17.96552,10
Florida,helpers--electricians,10.36914,-0.3000031,10.70025,10
Florida,helpers--painters paperhangers plasterers and stucco masons,13.51351,-0.3000031,13.85406,10
Florida,helpers--pipelayers plumbers pipefitters and steamfitters,15.38132,-0.3000031,15.72746,10
Florida,helpers--roofers,13.74217,-0.3000031,14.0834,10
Florida,helpers construction trades all other,3.978888,-0.3000031,4.290824,10
Florida,construction and building inspectors,16.5205,-0.3000031,16.87006,10
Florida,elevator installers and repairers,-14.30553,-0.3000031,-14.04844,10
Florida,fence erectors,17.8703,-0.3000031,18.22392,10
Florida,hazardous materials removal workers,5.50048,-0.3000031,5.816977,10
Florida,highway maintenance workers,9.611961,-0.3000031,9.940794,10
Florida,rail-track laying and maintenance equipment operators,-0.2656631,-0.3000031,0.0335365,10
Florida,septic tank servicers and sewer pipe cleaners,12.69488,-0.3000031,13.03296,10
Florida,construction and related workers all other,20.83619,-0.3000031,21.1987,10
Florida,rotary drill operators oil and gas,64.51969,-0.3000031,65.01325,10
Florida,earth drillers except oil and gas,4.566745,-0.3000031,4.880445,10
Florida,explosives workers ordnance handling experts and blasters,13.17812,-0.3000031,13.51766,4
Florida,mining machine operators all other,28.30666,-0.5999985,29.0765,6
Florida,helpers--extraction workers,24.27798,-0.3000031,24.65081,10
Florida,installation maintenance and repair occupations,14.08535,-0.3000031,14.42761,10
Florida,first-line supervisors/managers of mechanics installers and repairers,7.915168,0,7.915168,3
Florida,computer automated teller and office machine repairers,-2.887581,-0.3000031,-2.596238,10
Florida,radio mechanics,2.85282,0,2.85282,3
Florida,telecommunications equipment installers and repairers except line installers,1.036585,-0.3000031,1.339693,10
Florida,avionics technicians,26.48564,-0.3000031,26.8651,10
Florida,electric motor power tool and related repairers,16.43792,-0.3000031,16.78724,10
Florida,electrical and electronics installers and repairers transportation equipment,34.77801,-0.3000031,35.18235,10
Florida,electrical and electronics repairers commercial and industrial equipment,27.41331,-0.3000031,27.79555,10
Florida,electrical and electronics repairers powerhouse substation and relay,11.14958,-0.3000031,11.48304,10
Florida,electronic equipment installers and repairers motor vehicles,33.04348,-0.3000031,33.44261,10
Florida,electronic home entertainment equipment installers and repairers,22.48401,-0.3000031,22.85147,10
Florida,security and fire alarm systems installers,34.00319,-0.3000031,34.4052,10
Florida,aircraft mechanics and service technicians,19.18925,-0.3000031,19.54682,10
Florida,automotive body and related repairers,11.74041,-0.3000031,12.07564,10
Florida,automotive glass installers and repairers,-9.104088,-0.3000031,-8.831398,10
Florida,automotive service technicians and mechanics,11.04543,-0.3000031,11.37856,10
Florida,bus and truck mechanics and diesel engine specialists,14.83871,-0.3000031,15.18323,10
Florida,farm equipment mechanics,23.38946,0,23.38946,3
Florida,mobile heavy equipment mechanics except engines,16.28347,-0.3000031,16.63232,10
Florida,rail car repairers,29.05498,-0.3000031,29.44214,10
Florida,motorboat mechanics,9.268022,0,9.268022,3
Florida,motorcycle mechanics,-1.252236,-0.3000031,-0.9559947,10
Florida,outdoor power equipment and other small engine mechanics,12.10084,-0.3000031,12.43715,10
Florida,bicycle repairers,24.16734,-0.3000031,24.53985,10
Florida,recreational vehicle service technicians,3.526011,-0.3000031,3.836592,10
Florida,tire repairers and changers,-12.43144,-0.3000031,-12.16874,10
Florida,mechanical door repairers,21.91967,-0.3000031,22.28543,10
Florida,control and valve installers and repairers except mechanical door,30.56354,-0.3000031,30.95523,10
Florida,heating air conditioning and refrigeration mechanics and installers,8.555241,-0.3000031,8.880909,10
Florida,home appliance repairers,-4.56724,-0.3000031,-4.28094,10
